2020-08-29 00:00:00;0
2020-08-28 23:45:00;0
2020-08-28 23:30:00;0
2020-08-28 23:15:00;0
2020-08-28 23:00:00;1
2020-08-28 22:45:00;0
2020-08-28 22:30:00;0
2020-08-28 22:15:00;0
2020-08-28 22:00:00;0
2020-08-28 21:45:00;0
2020-08-28 21:30:00;0
2020-08-28 21:15:00;1
2020-08-28 21:00:00;0
2020-08-28 20:45:00;0
2020-08-28 20:30:00;0
2020-08-28 20:15:00;0
2020-08-28 20:00:00;0
2020-08-28 19:45:00;1
2020-08-28 19:30:00;1
2020-08-28 19:15:00;1
2020-08-28 19:00:00;4
2020-08-28 18:45:00;4
2020-08-28 18:30:00;3
2020-08-28 18:15:00;2
2020-08-28 18:00:00;3
2020-08-28 17:45:00;6
2020-08-28 17:30:00;35
2020-08-28 17:15:00;14
2020-08-28 17:00:00;15
2020-08-28 16:45:00;30
2020-08-28 16:30:00;27
2020-08-28 16:15:00;49
2020-08-28 16:00:00;33
2020-08-28 15:45:00;43
2020-08-28 15:30:00;41
2020-08-28 15:15:00;22
2020-08-28 15:00:00;26
2020-08-28 14:45:00;31
2020-08-28 14:30:00;28
2020-08-28 14:15:00;26
2020-08-28 14:00:00;25
2020-08-28 13:45:00;29
2020-08-28 13:30:00;38
2020-08-28 13:15:00;31
2020-08-28 13:00:00;49
2020-08-28 12:45:00;67
2020-08-28 12:30:00;48
2020-08-28 12:15:00;36
2020-08-28 12:00:00;21
2020-08-28 11:45:00;22
2020-08-28 11:30:00;19
2020-08-28 11:15:00;23
2020-08-28 11:00:00;11
2020-08-28 10:45:00;19
2020-08-28 10:30:00;22
2020-08-28 10:15:00;23
2020-08-28 10:00:00;14
2020-08-28 09:45:00;13
2020-08-28 09:30:00;18
2020-08-28 09:15:00;15
2020-08-28 09:00:00;9
2020-08-28 08:45:00;3
2020-08-28 08:30:00;3
2020-08-28 08:15:00;2
2020-08-28 08:00:00;2
2020-08-28 07:45:00;2
2020-08-28 07:30:00;1
2020-08-28 07:15:00;0
2020-08-28 07:00:00;0
2020-08-28 06:45:00;0
2020-08-28 06:30:00;1
2020-08-28 06:15:00;0
2020-08-28 06:00:00;0
2020-08-28 05:45:00;0
2020-08-28 05:30:00;0
2020-08-28 05:15:00;0
2020-08-28 05:00:00;0
2020-08-28 04:45:00;1
2020-08-28 04:30:00;0
2020-08-28 04:15:00;0
2020-08-28 04:00:00;0
2020-08-28 03:45:00;0
2020-08-28 03:30:00;0
2020-08-28 03:15:00;0
2020-08-28 03:00:00;1
2020-08-28 02:45:00;0
2020-08-28 02:30:00;0
2020-08-28 02:15:00;0
2020-08-28 02:00:00;0
2020-08-28 01:45:00;0
2020-08-28 01:30:00;0
2020-08-28 01:15:00;1
2020-08-28 01:00:00;0
2020-08-28 00:45:00;0
2020-08-28 00:30:00;0
2020-08-28 00:15:00;0
